sis-cents € sis-cents € NCCN000 € sˈissˈens
sobrades € sobrar € VMP00PF0 € suβɾˈaðəs
sobralles € sobralles € NCFP000 € suβɾˈaʎəs
sobrancer € sobrancer € AQ0MS0 € suβɾənsˈe
sobrancera € sobrancer € AQ0FS0 € suβɾənsˈeɾə
sobranceres € sobrancer € AQ0FP0 € suβɾənsˈeɾəs
sobrancers € sobrancer € AQ0MP0 € suβɾənsˈes
sobrances € sobrances € NCFP000 € suβɾˈansəs
Sobrànigues € Sobrànigues € NPCSG00 € suβɾˈaniɣəs
sobrant € sobrant € AQ0CS0 € suβɾˈan
sobrant € sobrant € NCMS000 € suβɾˈan
sobrant € sobrar € VMG00000 € suβɾˈan
sobrants € sobrant € AQ0CP0 € suβɾˈans
sobrants € sobrant € NCMP000 € suβɾˈans
sobrar € sobrar € VMN00000 € suβɾˈa
sobrarà € sobrar € VMIF3S00 € suβɾəɾˈa
sobraran € sobrar € VMIF3P00 € suβɾəɾˈan
sobraràs € sobrar € VMIF2S00 € suβɾəɾˈas
sobraré € sobrar € VMIF1S00 € suβɾəɾˈe
sobrarem € sobrar € VMIF1P00 € suβɾəɾˈɛm
sobràrem € sobrar € VMIS1P00 € suβɾˈaɾəm
sobraren € sobrar € VMIS3P00 € suβɾˈaɾən
sobrares € sobrar € VMIS2S00 € suβɾˈaɾəs
sobrareu € sobrar € VMIF2P00 € suβɾəɾˈɛw
sobràreu € sobrar € VMIS2P00 € suβɾˈaɾəw
sobraria € sobrar € VMCC1S00 € suβɾəɾˈiə
sobraríem € sobrar € VMCC1P00 € suβɾəɾˈiəm
sobrarien € sobrar € VMCC3P00 € suβɾəɾˈiən
sobraries € sobrar € VMCC2S00 € suβɾəɾˈiəs
sobraríeu € sobrar € VMCC2P00 € suβɾəɾˈiəw
sobrassada € sobrassada € NCFS000 € suβɾəsˈaðə
sobrassades € sobrassada € NCFP000 € suβɾəsˈaðəs
sobrat € sobrar € VMP00SM0 € suβɾˈat
sobrats € sobrar € VMP00PM0 € suβɾˈats
sobrava € sobrar € VMII1S00 € suβɾˈaβə
sobràvem € sobrar € VMII1P00 € suβɾˈaβəm
sobraven € sobrar € VMII3P00 € suβɾˈaβən
sobraves € sobrar € VMII2S00 € suβɾˈaβəs
sobràveu € sobrar € VMII2P00 € suβɾˈaβəw
sobre € sobre € NCMS000 € sˈoβɾə
sobre € sobre € ZRG € sˈoβɾə
sobreabunda € sobreabundar € VMIP3S00 € sˌoβɾeəβˈundə
sobreabunda € sobreabundar € VMM02S00 € sˌoβɾeəβˈundə
sobreabundà € sobreabundar € VMIS3S00 € sˌoβɾeəβundˈa
sobreabundada € sobreabundar € VMP00SF0 € sˌoβɾeəβundˈaðə
sobreabundades € sobreabundar € VMP00PF0 € sˌoβɾeəβundˈaðəs
sobreabundància € sobreabundància € NCFS000 € sˌoβɾeəβundˈansiə
sobreabundàncies € sobreabundància € NCFP000 € sˌoβɾeəβundˈansiəs
sobreabundant € sobreabundant € AQ0CS0 € sˌoβɾeəβundˈan
sobreabundant € sobreabundar € VMG00000 € sˌoβɾeəβundˈan
sobreabundantment € sobreabundantment € ZRG € sˌoβɾeəβundəmmˈen
sobreabundants € sobreabundant € AQ0CP0 € sˌoβɾeəβundˈans
sobreabundar € sobreabundar € VMN00000 € sˌoβɾeəβundˈa
sobreabundarà € sobreabundar € VMIF3S00 € sˌoβɾeəβundəɾˈa
sobreabundaran € sobreabundar € VMIF3P00 € sˌoβɾeəβundəɾˈan
sobreabundaràs € sobreabundar € VMIF2S00 € sˌoβɾeəβundəɾˈas
sobreabundaré € sobreabundar € VMIF1S00 € sˌoβɾeəβundəɾˈe
sobreabundarem € sobreabundar € VMIF1P00 € sˌoβɾeəβundəɾˈɛm
sobreabundàrem € sobreabundar € VMIS1P00 € sˌoβɾeəβundˈaɾəm
sobreabundaren € sobreabundar € VMIS3P00 € sˌoβɾeəβundˈaɾən
sobreabundares € sobreabundar € VMIS2S00 € sˌoβɾeəβundˈaɾəs
sobreabundareu € sobreabundar € VMIF2P00 € sˌoβɾeəβundəɾˈɛw
sobreabundàreu € sobreabundar € VMIS2P00 € sˌoβɾeəβundˈaɾəw
sobreabundaria € sobreabundar € VMCC1S00 € sˌoβɾeəβundəɾˈiə
sobreabundaríem € sobreabundar € VMCC1P00 € sˌoβɾeəβundəɾˈiəm
sobreabundarien € sobreabundar € VMCC3P00 € sˌoβɾeəβundəɾˈiən
sobreabundaries € sobreabundar € VMCC2S00 € sˌoβɾeəβundəɾˈiəs
sobreabundaríeu € sobreabundar € VMCC2P00 € sˌoβɾeəβundəɾˈiəw
sobreabundat € sobreabundar € VMP00SM0 € sˌoβɾeəβundˈat
sobreabundats € sobreabundar € VMP00PM0 € sˌoβɾeəβundˈats
sobreabundava € sobreabundar € VMII1S00 € sˌoβɾeəβundˈaβə
sobreabundàvem € sobreabundar € VMII1P00 € sˌoβɾeəβundˈaβəm
sobreabundaven € sobreabundar € VMII3P00 € sˌoβɾeəβundˈaβən
sobreabundaves € sobreabundar € VMII2S00 € sˌoβɾeəβundˈaβəs
sobreabundàveu € sobreabundar € VMII2P00 € sˌoβɾeəβundˈaβəw
sobreabundem € sobreabundar € VMIP1P00 € sˌoβɾeəβundˈɛm
sobreabundem € sobreabundar € VMM01P00 € sˌoβɾeəβundˈɛm
sobreabundem € sobreabundar € VMSP1P00 € sˌoβɾeəβundˈɛm
sobreabunden € sobreabundar € VMIP3P00 € sˌoβɾeəβˈundən
sobreabundes € sobreabundar € VMIP2S00 € sˌoβɾeəβˈundəs
sobreabundés € sobreabundar € VMSI1S01 € sˌoβɾeəβundˈes
sobreabundéssim € sobreabundar € VMSI1P02 € sˌoβɾeəβundˈesim
sobreabundessin € sobreabundar € VMSI3P02 € sˌoβɾeəβundˈesin
sobreabundessis € sobreabundar € VMSI2S02 € sˌoβɾeəβundˈesis
sobreabundéssiu € sobreabundar € VMSI2P02 € sˌoβɾeəβundˈesiw
sobreabundeu € sobreabundar € VMIP2P00 € sˌoβɾeəβundˈɛw
sobreabundeu € sobreabundar € VMM02P0X € sˌoβɾeəβundˈɛw
sobreabundeu € sobreabundar € VMSP2P00 € sˌoβɾeəβundˈɛw
sobreabundi € sobreabundar € VMM03S0Y € sˌoβɾeəβˈundi
sobreabundi € sobreabundar € VMSP1S0Y € sˌoβɾeəβˈundi
sobreabundí € sobreabundar € VMIS1S00 € sˌoβɾeəβundˈi
sobreabundin € sobreabundar € VMM03P0Y € sˌoβɾeəβˈundin
sobreabundin € sobreabundar € VMSP3P0Y € sˌoβɾeəβˈundin
sobreabundis € sobreabundar € VMSP2S0Y € sˌoβɾeəβˈundis
sobreabundo € sobreabundar € VMIP1S0C € sˌoβɾeəβˈundu
sobreacceleració € sobreacceleració € NCFS000 € sˌoβɾeəksələɾəsiˈo
sobreafegeix € sobreafegir € VMIP3S00 € sˌoβɾeəfəʒˈɛʃ
sobreafegeix € sobreafegir € VMM02S00 € sˌoβɾeəfəʒˈɛʃ
sobreafegeixen € sobreafegir € VMIP3P00 € sˌoβɾeəfəʒˈɛʃən
sobreafegeixes € sobreafegir € VMIP2S00 € sˌoβɾeəfəʒˈɛʃəs
sobreafegeixi € sobreafegir € VMM03S0Y € sˌoβɾeəfəʒˈɛʃi
sobreafegeixi € sobreafegir € VMSP1S0Y € sˌoβɾeəfəʒˈɛʃi
sobreafegeixin € sobreafegir € VMM03P0Y € sˌoβɾeəfəʒˈɛʃin
sobreafegeixin € sobreafegir € VMSP3P0Y € sˌoβɾeəfəʒˈɛʃin
sobreafegeixis € sobreafegir € VMSP2S0Y € sˌoβɾeəfəʒˈɛʃis
sobreafegeixo € sobreafegir € VMIP1S0C € sˌoβɾeəfəʒˈɛʃu
sobreafegí € sobreafegir € VMIS1S00 € sˌoβɾeəfəʒˈi
sobreafegia € sobreafegir € VMII1S00 € sˌoβɾeəfəʒˈiə
sobreafegida € sobreafegir € VMP00SF0 € sˌoβɾeəfəʒˈiðə
sobreafegides € sobreafegir € VMP00PF0 € sˌoβɾeəfəʒˈiðəs
sobreafegíem € sobreafegir € VMII1P00 € sˌoβɾeəfəʒˈiəm
sobreafegien € sobreafegir € VMII3P00 € sˌoβɾeəfəʒˈiən
sobreafegies € sobreafegir € VMII2S00 € sˌoβɾeəfəʒˈiəs
sobreafegíeu € sobreafegir € VMII2P00 € sˌoβɾeəfəʒˈiəw
sobreafegim € sobreafegir € VMIP1P00 € sˌoβɾeəfəʒˈim
sobreafegim € sobreafegir € VMM01P00 € sˌoβɾeəfəʒˈim
sobreafegim € sobreafegir € VMSP1P00 € sˌoβɾeəfəʒˈim
sobreafegint € sobreafegir € VMG00000 € sˌoβɾeəfəʒˈin
sobreafegir € sobreafegir € VMN00000 € sˌoβɾeəfəʒˈi
sobreafegirà € sobreafegir € VMIF3S00 € sˌoβɾeəfəʒiɾˈa
sobreafegiran € sobreafegir € VMIF3P00 € sˌoβɾeəfəʒiɾˈan
sobreafegiràs € sobreafegir € VMIF2S00 € sˌoβɾeəfəʒiɾˈas
sobreafegiré € sobreafegir € VMIF1S00 € sˌoβɾeəfəʒiɾˈe
sobreafegirem € sobreafegir € VMIF1P00 € sˌoβɾeəfəʒiɾˈɛm
sobreafegírem € sobreafegir € VMIS1P00 € sˌoβɾeəfəʒˈiɾəm
sobreafegiren € sobreafegir € VMIS3P00 € sˌoβɾeəfəʒˈiɾən
sobreafegires € sobreafegir € VMIS2S00 € sˌoβɾeəfəʒˈiɾəs
sobreafegireu € sobreafegir € VMIF2P00 € sˌoβɾeəfəʒiɾˈɛw
sobreafegíreu € sobreafegir € VMIS2P00 € sˌoβɾeəfəʒˈiɾəw
sobreafegiria € sobreafegir € VMCC1S00 € sˌoβɾeəfəʒiɾˈiə
sobreafegiríem € sobreafegir € VMCC1P00 € sˌoβɾeəfəʒiɾˈiəm
sobreafegirien € sobreafegir € VMCC3P00 € sˌoβɾeəfəʒiɾˈiən
sobreafegiries € sobreafegir € VMCC2S00 € sˌoβɾeəfəʒiɾˈiəs
sobreafegiríeu € sobreafegir € VMCC2P00 € sˌoβɾeəfəʒiɾˈiəw
sobreafegís € sobreafegir € VMSI1S01 € sˌoβɾeəfəʒˈis
sobreafegíssim € sobreafegir € VMSI1P02 € sˌoβɾeəfəʒˈisim
sobreafegissin € sobreafegir € VMSI3P02 € sˌoβɾeəfəʒˈisin
sobreafegissis € sobreafegir € VMSI2S02 € sˌoβɾeəfəʒˈisis
sobreafegíssiu € sobreafegir € VMSI2P02 € sˌoβɾeəfəʒˈisiw
sobreafegit € sobreafegir € VMP00SM0 € sˌoβɾeəfəʒˈit
sobreafegits € sobreafegir € VMP00PM0 € sˌoβɾeəfəʒˈits
sobreafegiu € sobreafegir € VMIP2P00 € sˌoβɾeəfəʒˈiw
sobreafegiu € sobreafegir € VMM02P00 € sˌoβɾeəfəʒˈiw
sobreafegiu € sobreafegir € VMSP2P00 € sˌoβɾeəfəʒˈiw
sobreaguda € sobreagut € AQ0FS0 € sˌoβɾeəɣˈuðə
sobreagudes € sobreagut € AQ0FP0 € sˌoβɾeəɣˈuðəs
sobreagut € sobreagut € AQ0MS0 € sˌoβɾeəɣˈut
sobreaguts € sobreagut € AQ0MP0 € sˌoβɾeəɣˈuts
sobrealça € sobrealçar € VMIP3S00 € sˌoβɾeˈalsə
sobrealça € sobrealçar € VMM02S00 € sˌoβɾeˈalsə
sobrealçà € sobrealçar € VMIS3S00 € sˌoβɾeəlsˈa
sobrealçada € sobrealçar € VMP00SF0 € sˌoβɾeəlsˈaðə
sobrealçades € sobrealçar € VMP00PF0 € sˌoβɾeəlsˈaðəs
sobrealçant € sobrealçar € VMG00000 € sˌoβɾeəlsˈan
sobrealçar € sobrealçar € VMN00000 € sˌoβɾeəlsˈa
sobrealçarà € sobrealçar € VMIF3S00 € sˌoβɾeəlsəɾˈa
sobrealçaran € sobrealçar € VMIF3P00 € sˌoβɾeəlsəɾˈan
sobrealçaràs € sobrealçar € VMIF2S00 € sˌoβɾeəlsəɾˈas
sobrealçaré € sobrealçar € VMIF1S00 € sˌoβɾeəlsəɾˈe
sobrealçarem € sobrealçar € VMIF1P00 € sˌoβɾeəlsəɾˈɛm
sobrealçàrem € sobrealçar € VMIS1P00 € sˌoβɾeəlsˈaɾəm
sobrealçaren € sobrealçar € VMIS3P00 € sˌoβɾeəlsˈaɾən
sobrealçares € sobrealçar € VMIS2S00 € sˌoβɾeəlsˈaɾəs
sobrealçareu € sobrealçar € VMIF2P00 € sˌoβɾeəlsəɾˈɛw
sobrealçàreu € sobrealçar € VMIS2P00 € sˌoβɾeəlsˈaɾəw
sobrealçaria € sobrealçar € VMCC1S00 € sˌoβɾeəlsəɾˈiə
sobrealçaríem € sobrealçar € VMCC1P00 € sˌoβɾeəlsəɾˈiəm
sobrealçarien € sobrealçar € VMCC3P00 € sˌoβɾeəlsəɾˈiən
sobrealçaries € sobrealçar € VMCC2S00 € sˌoβɾeəlsəɾˈiəs
sobrealçaríeu € sobrealçar € VMCC2P00 € sˌoβɾeəlsəɾˈiəw
sobrealçat € sobrealçar € VMP00SM0 € sˌoβɾeəlsˈat
sobrealçats € sobrealçar € VMP00PM0 € sˌoβɾeəlsˈats
sobrealçava € sobrealçar € VMII1S00 € sˌoβɾeəlsˈaβə
sobrealçàvem € sobrealçar € VMII1P00 € sˌoβɾeəlsˈaβəm
sobrealçaven € sobrealçar € VMII3P00 € sˌoβɾeəlsˈaβən
sobrealçaves € sobrealçar € VMII2S00 € sˌoβɾeəlsˈaβəs
sobrealçàveu € sobrealçar € VMII2P00 € sˌoβɾeəlsˈaβəw
sobrealcem € sobrealçar € VMIP1P00 € sˌoβɾeəlsˈɛm
sobrealcem € sobrealçar € VMM01P00 € sˌoβɾeəlsˈɛm
sobrealcem € sobrealçar € VMSP1P00 € sˌoβɾeəlsˈɛm
sobrealcen € sobrealçar € VMIP3P00 € sˌoβɾeˈalsən
sobrealces € sobrealçar € VMIP2S00 € sˌoβɾeˈalsəs
sobrealcés € sobrealçar € VMSI1S01 € sˌoβɾeəlsˈes
sobrealcéssim € sobrealçar € VMSI1P02 € sˌoβɾeəlsˈesim
sobrealcessin € sobrealçar € VMSI3P02 € sˌoβɾeəlsˈesin
sobrealcessis € sobrealçar € VMSI2S02 € sˌoβɾeəlsˈesis
sobrealcéssiu € sobrealçar € VMSI2P02 € sˌoβɾeəlsˈesiw
sobrealceu € sobrealçar € VMIP2P00 € sˌoβɾeəlsˈɛw
sobrealceu € sobrealçar € VMM02P0X € sˌoβɾeəlsˈɛw
sobrealceu € sobrealçar € VMSP2P00 € sˌoβɾeəlsˈɛw
sobrealci € sobrealçar € VMM03S0Y € sˌoβɾeˈalsi
sobrealci € sobrealçar € VMSP1S0Y € sˌoβɾeˈalsi
sobrealcí € sobrealçar € VMIS1S00 € sˌoβɾeəlsˈi
sobrealcin € sobrealçar € VMM03P0Y € sˌoβɾeˈalsin
sobrealcin € sobrealçar € VMSP3P0Y € sˌoβɾeˈalsin
sobrealcis € sobrealçar € VMSP2S0Y € sˌoβɾeˈalsis
sobrealço € sobrealçar € VMIP1S0C € sˌoβɾeˈalsu
sobrealè € sobrealè € NCMS000 € sˌoβɾeəlˈɛ
sobrealé € sobrealè € NCMS000 € sˌoβɾeəlˈe
sobrealens € sobrealè € NCMP000 € sˌoβɾeəlˈɛns
sobrealimenta € sobrealimentar € VMIP3S00 € sˌoβɾeəlimˈentə
sobrealimenta € sobrealimentar € VMM02S00 € sˌoβɾeəlimˈentə
sobrealimentà € sobrealimentar € VMIS3S00 € sˌoβɾeəliməntˈa
sobrealimentació € sobrealimentació € NCFS000 € sˌoβɾeəliməntəsiˈo
sobrealimentacions € sobrealimentació € NCFP000 € sˌoβɾeəliməntəsiˈons
sobrealimentada € sobrealimentar € VMP00SF0 € sˌoβɾeəliməntˈaðə
sobrealimentades € sobrealimentar € VMP00PF0 € sˌoβɾeəliməntˈaðəs
sobrealimentador € sobrealimentador € NCMS000 € sˌoβɾeəliməntəðˈo
sobrealimentant € sobrealimentar € VMG00000 € sˌoβɾeəliməntˈan
sobrealimentar € sobrealimentar € VMN00000 € sˌoβɾeəliməntˈa
sobrealimentarà € sobrealimentar € VMIF3S00 € sˌoβɾeəliməntəɾˈa
sobrealimentaran € sobrealimentar € VMIF3P00 € sˌoβɾeəliməntəɾˈan
sobrealimentaràs € sobrealimentar € VMIF2S00 € sˌoβɾeəliməntəɾˈas
sobrealimentaré € sobrealimentar € VMIF1S00 € sˌoβɾeəliməntəɾˈe
sobrealimentarem € sobrealimentar € VMIF1P00 € sˌoβɾeəliməntəɾˈɛm
sobrealimentàrem € sobrealimentar € VMIS1P00 € sˌoβɾeəliməntˈaɾəm
sobrealimentaren € sobrealimentar € VMIS3P00 € sˌoβɾeəliməntˈaɾən
sobrealimentares € sobrealimentar € VMIS2S00 € sˌoβɾeəliməntˈaɾəs
sobrealimentareu € sobrealimentar € VMIF2P00 € sˌoβɾeəliməntəɾˈɛw
sobrealimentàreu € sobrealimentar € VMIS2P00 € sˌoβɾeəliməntˈaɾəw
sobrealimentaria € sobrealimentar € VMCC1S00 € sˌoβɾeəliməntəɾˈiə
sobrealimentaríem € sobrealimentar € VMCC1P00 € sˌoβɾeəliməntəɾˈiəm
sobrealimentarien € sobrealimentar € VMCC3P00 € sˌoβɾeəliməntəɾˈiən
sobrealimentaries € sobrealimentar € VMCC2S00 € sˌoβɾeəliməntəɾˈiəs
sobrealimentaríeu € sobrealimentar € VMCC2P00 € sˌoβɾeəliməntəɾˈiəw
sobrealimentat € sobrealimentar € VMP00SM0 € sˌoβɾeəliməntˈat
sobrealimentats € sobrealimentar € VMP00PM0 € sˌoβɾeəliməntˈats
sobrealimentava € sobrealimentar € VMII1S00 € sˌoβɾeəliməntˈaβə
sobrealimentàvem € sobrealimentar € VMII1P00 € sˌoβɾeəliməntˈaβəm
sobrealimentaven € sobrealimentar € VMII3P00 € sˌoβɾeəliməntˈaβən
sobrealimentaves € sobrealimentar € VMII2S00 € sˌoβɾeəliməntˈaβəs
sobrealimentàveu € sobrealimentar € VMII2P00 € sˌoβɾeəliməntˈaβəw
sobrealimentem € sobrealimentar € VMIP1P00 € sˌoβɾeəliməntˈɛm
sobrealimentem € sobrealimentar € VMM01P00 € sˌoβɾeəliməntˈɛm
sobrealimentem € sobrealimentar € VMSP1P00 € sˌoβɾeəliməntˈɛm
sobrealimenten € sobrealimentar € VMIP3P00 € sˌoβɾeəlimˈentən
sobrealimentes € sobrealimentar € VMIP2S00 € sˌoβɾeəlimˈentəs
sobrealimentés € sobrealimentar € VMSI1S01 € sˌoβɾeəliməntˈes
sobrealimentéssim € sobrealimentar € VMSI1P02 € sˌoβɾeəliməntˈesim
sobrealimentessin € sobrealimentar € VMSI3P02 € sˌoβɾeəliməntˈesin
sobrealimentessis € sobrealimentar € VMSI2S02 € sˌoβɾeəliməntˈesis
sobrealimentéssiu € sobrealimentar € VMSI2P02 € sˌoβɾeəliməntˈesiw
sobrealimenteu € sobrealimentar € VMIP2P00 € sˌoβɾeəliməntˈɛw
sobrealimenteu € sobrealimentar € VMM02P0X € sˌoβɾeəliməntˈɛw
sobrealimenteu € sobrealimentar € VMSP2P00 € sˌoβɾeəliməntˈɛw
sobrealimenti € sobrealimentar € VMM03S0Y € sˌoβɾeəlimˈenti
sobrealimenti € sobrealimentar € VMSP1S0Y € sˌoβɾeəlimˈenti
sobrealimentí € sobrealimentar € VMIS1S00 € sˌoβɾeəliməntˈi
sobrealimentin € sobrealimentar € VMM03P0Y € sˌoβɾeəlimˈentin
sobrealimentin € sobrealimentar € VMSP3P0Y € sˌoβɾeəlimˈentin
sobrealimentis € sobrealimentar € VMSP2S0Y € sˌoβɾeəlimˈentis
sobrealimento € sobrealimentar € VMIP1S0C € sˌoβɾeəlimˈentu
sobreample € sobreample € NCMS000 € sˌoβɾeˈamplə
sobreamples € sobreample € NCMP000 € sˌoβɾeˈampləs
sobreany € sobreany € NCMS000 € sˌoβɾeˈaɲ
sobreanys € sobreany € NCMP000 € sˌoβɾeˈaɲʃ
sobrearc € sobrearc € NCMS000 € sˌoβɾeˈark
sobrearcs € sobrearc € NCMP000 € sˌoβɾeˈarks
sobreargenta € sobreargentar € VMIP3S00 € sˌoβɾeərʒˈentə
sobreargenta € sobreargentar € VMM02S00 € sˌoβɾeərʒˈentə
sobreargentà € sobreargentar € VMIS3S00 € sˌoβɾeərʒəntˈa
sobreargentada € sobreargentar € VMP00SF0 € sˌoβɾeərʒəntˈaðə
sobreargentades € sobreargentar € VMP00PF0 € sˌoβɾeərʒəntˈaðəs
sobreargentant € sobreargentar € VMG00000 € sˌoβɾeərʒəntˈan
sobreargentar € sobreargentar € VMN00000 € sˌoβɾeərʒəntˈa
sobreargentarà € sobreargentar € VMIF3S00 € sˌoβɾeərʒəntəɾˈa
sobreargentaran € sobreargentar € VMIF3P00 € sˌoβɾeərʒəntəɾˈan
sobreargentaràs € sobreargentar € VMIF2S00 € sˌoβɾeərʒəntəɾˈas
sobreargentaré € sobreargentar € VMIF1S00 € sˌoβɾeərʒəntəɾˈe
sobreargentarem € sobreargentar € VMIF1P00 € sˌoβɾeərʒəntəɾˈɛm
sobreargentàrem € sobreargentar € VMIS1P00 € sˌoβɾeərʒəntˈaɾəm
sobreargentaren € sobreargentar € VMIS3P00 € sˌoβɾeərʒəntˈaɾən
sobreargentares € sobreargentar € VMIS2S00 € sˌoβɾeərʒəntˈaɾəs
sobreargentareu € sobreargentar € VMIF2P00 € sˌoβɾeərʒəntəɾˈɛw
sobreargentàreu € sobreargentar € VMIS2P00 € sˌoβɾeərʒəntˈaɾəw
